"DateTime","Volume (24h)"
"2016-06-05 20:00:00",92674000
"2016-06-07 20:00:00",134367008
"2016-06-09 20:00:00",74707000
"2016-06-11 20:00:00",87758704
"2016-06-13 20:00:00",300067008
"2016-06-15 20:00:00",135144992
"2016-06-17 20:00:00",615500032
"2016-06-19 20:00:00",226472992
"2016-06-21 20:00:00",405700992
"2016-06-23 20:00:00",307464992
"2016-06-25 20:00:00",155906000
"2016-06-27 20:00:00",149298000
"2016-06-29 20:00:00",194646000
"2016-07-01 20:00:00",159047008
"2016-07-03 20:00:00",147204000
"2016-07-05 20:00:00",195032992
"2016-07-07 20:00:00",290512992
"2016-07-09 20:00:00",207394000
"2016-07-11 20:00:00",125907000
"2016-07-13 20:00:00",148978000
"2016-07-15 20:00:00",109900000
"2016-07-17 20:00:00",95647000
"2016-07-19 20:00:00",100783000
"2016-07-21 20:00:00",98464704
"2016-07-23 20:00:00",114263000
"2016-07-25 20:00:00",134680000
"2016-07-27 20:00:00",278750016
"2016-07-29 20:00:00",106035000
"2016-07-31 20:00:00",175607008
"2016-08-02 20:00:00",593628992
"2016-08-04 20:00:00",220046000
"2016-08-06 20:00:00",132278000
"2016-08-08 20:00:00",104756000
"2016-08-10 20:00:00",167422000
"2016-08-12 20:00:00",113319000
"2016-08-14 20:00:00",91214200
"2016-08-16 20:00:00",80478000
"2016-08-18 20:00:00",84673504
"2016-08-20 20:00:00",63850900
"2016-08-22 20:00:00",113745000
"2016-08-24 20:00:00",84729600
"2016-08-26 20:00:00",75086800
"2016-08-28 20:00:00",158423008
"2016-08-30 20:00:00",115772000
"2016-09-01 20:00:00",136452000
"2016-09-03 20:00:00",262272000
"2016-09-05 20:00:00",129974000
"2016-09-07 20:00:00",120364000
"2016-09-09 20:00:00",103359000
"2016-09-11 20:00:00",116087000
"2016-09-13 20:00:00",130141000
"2016-09-15 20:00:00",99438304
"2016-09-17 20:00:00",56705600
"2016-09-19 20:00:00",85705200
"2016-09-21 20:00:00",127748000
"2016-09-23 20:00:00",74273696
"2016-09-25 20:00:00",50342200
"2016-09-27 20:00:00",70395600
"2016-09-29 20:00:00",80018896
"2016-10-01 20:00:00",87448096
"2016-10-03 20:00:00",65700000
"2016-10-05 20:00:00",112519000
"2016-10-07 20:00:00",89699600
"2016-10-09 20:00:00",59375100
"2016-10-11 20:00:00",144547008
"2016-10-13 20:00:00",85610600
"2016-10-15 20:00:00",52566100
"2016-10-17 20:00:00",82007904
"2016-10-19 20:00:00",96017400
"2016-10-21 20:00:00",74933696
"2016-10-23 20:00:00",68805904
"2016-10-25 20:00:00",124958000
"2016-10-27 20:00:00",129561000
"2016-10-29 20:00:00",201996992
"2016-10-31 20:00:00",129297000
"2016-11-02 20:00:00",113837000
"2016-11-04 20:00:00",126540000
"2016-11-06 19:00:00",75006200
"2016-11-08 19:00:00",107595000
"2016-11-10 19:00:00",86677600
"2016-11-12 19:00:00",93616400
"2016-11-14 19:00:00",78944800
"2016-11-16 19:00:00",174356992
"2016-11-18 19:00:00",111038000
"2016-11-20 19:00:00",169604992
"2016-11-22 19:00:00",158980992
"2016-11-24 19:00:00",119350000
"2016-11-26 19:00:00",65053400
"2016-11-28 19:00:00",75703696
"2016-11-30 19:00:00",111976000
"2016-12-02 19:00:00",162223008
"2016-12-04 19:00:00",77783504
"2016-12-06 19:00:00",186526000
"2016-12-08 19:00:00",107275000
"2016-12-10 19:00:00",67985400
"2016-12-12 19:00:00",94480800
"2016-12-14 19:00:00",95662600
"2016-12-16 19:00:00",99339104
"2016-12-18 19:00:00",75142096
"2016-12-20 19:00:00",124717000
